Emotion,Text
shame,But the council 's so embarrassed about that one that they 're just leaving them to put it right as quietly as they can .
happy,"Afterwards , he was quietly ecstatic . "
disgust,"` God , what an accursed night ! "" mumbled Mr Beckenham , and , sipping his liquor , he looked over the makeshift meal with revulsion . "
disgust,The cave-man got fed-up with walking
disgust,"Yet a disgruntled secretary , or one left unemployed by dismissal or the death or recall of his master , might easily be tempted to profit by the information he had acquired in his work . "
disgust,"Then there was the American sprinter Jesse Owens , who swept to victory in the Berlin Olympic Games of 1936 , much to the disgruntlement of Hitler . "
sad,"We are saddened to learn that for some people , the conference failed to develop strategies for action . "
anger,If my Mam got mad with me for something I 'd done -- or more often something I had n't done -- she used to make moaning noises and stagger about the house as if she was dying .
anger,"Matilda looked right back into the flashing eyes of this infuriated female giant and said with total calmness , ` I have not moved away from my desk , Miss Trunchbull , since the lesson began . "
anger,Frau Nordern bit her lip in vexation .
surprise,"No less a person than Gloria Estefan rang my startled publisher before leaving London , to order the Ology book , because she was crazy for the commercials . "
sad,"Vincent agreed , too low-spirited to put up any resistance . "
happy,"` Did n't seem too pleased about something . "" "
happy,"But behind the strained , happy smiles there will lie the awful knowledge that Alex saw the killer -- and was too young to understand what was going on . "
disgust,"The New Zealand-born but peripatetic investor was speaking at GPG 's annual meeting in London , where he faced tough questioning from a disgruntled shareholder about accounting practices and future strategy "
disgust,"Evreux 's Communist mayor , Roland Plaisance , said he was `` revolted '' by the firing and praised Gaillot 's commitment to `` staying close to the poor and the excluded . ''"
sad,When the reaction set in she had felt utterly miserable .
fear,This leads to highly agitated motions and correspondingly high temperatures .
shame,"I was quite embarrassed when we did it two years ago . "" "
happy,"` They say the king 's left Welshpool with a small escort ahead of the army , "" volunteered a boy a yard or so in front of them , turning an excited face . "
sad,"As Clinton was taking up the reins of power , a disconsolate President Bush flew back to Washington to make arrangements for the handover . "
fear,"It emerged that , in conscious and especially in excited or agitated patients , the drug produced a remarkable state of inactivity or indifference . "
fear,"As a food and store safety officer , I felt dismayed and frustrated to see in the Journal , members of staff wearing inappropriate jewellery and , in high risk areas , all hair not kept within hats . "
happy,"And , remember , as with all our offers , we guarantee to refund your money if you 're not delighted with your purchase . "
anger,"` What did you mean , Rachel ? "" her mother asked slowly , ignoring her husband 's indignant look . "
happy,"Afterwards , Mr Booth showed his delight by distributing chocolate bars to auction room patrons . "
happy,"Perhaps elated behaviour has evolved in connection with a rise in the hierarchy , depressive behaviour with a fall . "
anger,"` I mean , look at this one , "" said the interviewer , becoming quite indignant and picking one of the schools ' letters contemptuously from the pile . "
anger,The Washington-based report said the queen was miffed that Clinton had missed the recent V-E Day commemorations .
sad,Producers must believe in their ability and not succumb to despondency .
fear,You can imagine my horror !
fear,"They do care about others and are concerned about their country 's future . "" "
sad,"The day was high and bright , the salt tang seasoning the after-pulse of summer heat which still hung in the air , but nothing could shift my sense of despondency , nagging depression . "
happy,FOR months now I have been trying to contain excitement at the thought of the compact disc .
shame,"Modigliani felt the pain of these visits more than any of them , and was horrified to see his old friend in dingy and sinister surroundings , humiliated and frightened . "
surprise,"Sonny turned in bewilderment to Johnny , then lumbered out after his brother . "
happy,Looking down at the dead man Wycliffe felt guilty because he was experiencing a sense of mild elation .
surprise,"When she still looked bewildered he said more harshly , ` I 'll take the heat off if you 'll show some appreciation . "" "
